Year,School,Conf,OSRS,DSRS,SRS
2011,Miami (FL),ACC (Coastal),0.62,4.56,5.17
2011,Mississippi State,SEC (West),-0.82,5.96,5.13
2011,Arizona State,Pac-12 (South),7.13,-2.03,5.10
2011,BYU,Ind,0.03,4.77,4.80
2011,Ohio State,Big Ten (Leaders),-0.21,4.87,4.66
2011,California,Pac-12 (North),0.56,4.00,4.57
2011,Iowa,Big Ten (Legends),3.16,1.22,4.38
2011,Tennessee,SEC (East),-2.57,6.83,4.26
2011,Auburn,SEC (West),3.57,0.23,3.80
2011,North Carolina,ACC (Coastal),2.70,0.93,3.63
2011,Georgia Tech,ACC (Coastal),4.79,-1.39,3.40
2011,South Florida,Big East,1.24,1.97,3.21
2011,Utah,Pac-12 (South),-3.09,6.25,3.16
2011,Illinois,Big Ten (Leaders),-4.19,6.82,2.63
2011,North Carolina State,ACC (Atlantic),1.62,0.96,2.57
2011,Louisville,Big East,-2.38,4.75,2.38
2011,Iowa State,Big 12,-0.63,2.75,2.12
2011,Louisiana Tech,WAC,0.32,1.72,2.04
2011,Texas Tech,Big 12,7.57,-5.69,1.88
2011,Washington,Pac-12 (North),7.08,-5.28,1.80
2011,Northwestern,Big Ten (Legends),4.85,-3.19,1.66
2011,Ohio,MAC (East),2.26,-0.71,1.56
2011,Arkansas State,Sun Belt,0.73,0.45,1.18
2011,Pitt,Big East,-0.23,1.32,1.09
2011,SMU,CUSA (West),-3.84,4.63,0.78
2011,Nevada,WAC,-1.73,2.20,0.47
2011,Western Michigan,MAC (West),5.32,-4.90,0.42
2011,Virginia,ACC (Coastal),-2.81,2.95,0.14
2011,San Diego State,MWC,1.03,-1.05,-0.02
2011,Air Force,MWC,4.11,-4.49,-0.38
2011,Connecticut,Big East,-1.91,1.48,-0.42
2011,Wake Forest,ACC (Atlantic),0.38,-1.04,-0.66
2011,Purdue,Big Ten (Leaders),-0.78,0.02,-0.76
2011,UCLA,Pac-12 (South),-1.57,0.52,-1.05
2011,Navy,Ind,2.93,-4.32,-1.39
2011,Arizona,Pac-12 (South),3.65,-5.10,-1.46
2011,Kentucky,SEC (East),-6.36,4.73,-1.63
2011,UCF,CUSA (East),-5.09,3.28,-1.80
2011,Utah State,WAC,3.18,-5.40,-2.22
2011,Louisiana,Sun Belt,4.44,-7.08,-2.64
2011,Syracuse,Big East,-1.38,-1.77,-3.15
2011,Wyoming,MWC,-1.24,-2.58,-3.82
2011,Oregon State,Pac-12 (North),-3.57,-0.76,-4.33
2011,Ball State,MAC (West),-1.20,-3.18,-4.38
2011,Florida International,Sun Belt,-5.28,0.75,-4.53
2011,Marshall,CUSA (East),-5.24,0.65,-4.59
2011,Boston College,ACC (Atlantic),-7.29,2.69,-4.61
2011,Bowling Green,MAC (East),-3.07,-1.68,-4.75
2011,Kansas,Big 12,-1.93,-2.82,-4.75
2011,Miami (OH),MAC (East),-6.27,1.37,-4.90
2011,East Carolina,CUSA (East),0.04,-5.09,-5.04
2011,Washington State,Pac-12 (North),-0.30,-5.31,-5.61
2011,San Jose State,WAC,-2.80,-3.17,-5.97
2011,Kent State,MAC (East),-9.50,3.48,-6.03
2011,Minnesota,Big Ten (Legends),-5.07,-0.97,-6.04
2011,Western Kentucky,Sun Belt,-4.54,-1.65,-6.18
2011,Eastern Michigan,MAC (West),-7.65,1.10,-6.55
2011,Ole Miss,SEC (West),-5.81,-0.90,-6.71
2011,Hawaii,WAC,0.25,-7.15,-6.90
2011,Fresno State,WAC,1.57,-8.81,-7.24
2011,Duke,ACC (Coastal),-1.18,-6.16,-7.34
2011,Louisiana-Monroe,Sun Belt,-5.42,-2.38,-7.80
2011,UTEP,CUSA (West),-2.65,-5.28,-7.93
2011,Rice,CUSA (West),-2.95,-5.20,-8.15
2011,Maryland,ACC (Atlantic),-1.11,-7.11,-8.22
2011,Colorado,Pac-12 (South),-5.94,-2.73,-8.67
2011,Army,Ind,-6.41,-2.47,-8.88
2011,North Texas,Sun Belt,-5.41,-4.53,-9.94
2011,Buffalo,MAC (East),-5.46,-5.43,-10.89
2011,Indiana,Big Ten (Leaders),-2.67,-8.24,-10.91
2011,Central Michigan,MAC (West),-4.28,-7.00,-11.28
2011,New Mexico State,WAC,-3.09,-8.86,-11.95
2011,Colorado State,MWC,-6.54,-6.15,-12.69
2011,Idaho,WAC,-8.33,-4.92,-13.24
2011,UAB,CUSA (East),-6.51,-8.52,-15.03
2011,Troy,Sun Belt,-6.81,-8.73,-15.54
2011,Nevada-Las Vegas,MWC,-9.95,-7.77,-17.72
2011,Memphis,CUSA (East),-12.32,-5.85,-18.17
2011,Middle Tennessee State,Sun Belt,-6.35,-12.51,-18.86
2011,Akron,MAC (East),-12.02,-7.09,-19.11
2011,Tulane,CUSA (West),-9.85,-9.26,-19.11
2011,New Mexico,MWC,-16.29,-3.02,-19.31
2011,Florida Atlantic,Sun Belt,-15.32,-7.30,-22.63
2012,Alabama,SEC (West),6.53,17.98,24.51
2012,Oregon,Pac-12 (North),17.21,6.22,23.43
2012,Texas A&M,SEC (West),14.01,6.05,20.05
2012,Georgia,SEC (East),9.85,8.08,17.93
2012,Florida,SEC (East),2.27,15.09,17.35
2012,Notre Dame,Ind,1.84,15.15,16.98
2012,Kansas State,Big 12,7.52,9.40,16.92
2012,South Carolina,SEC (East),5.03,10.94,15.97
2012,Stanford,Pac-12 (North),2.47,13.11,15.58
2012,LSU,SEC (West),5.49,9.27,14.76
2012,Clemson,ACC (Atlantic),13.72,1.04,14.75
2012,Oklahoma,Big 12,9.05,5.27,14.32
2012,Ohio State,Big Ten (Leaders),9.92,3.89,13.81
2012,Florida State,ACC (Atlantic),3.12,10.44,13.56
2012,Oklahoma State,Big 12,11.19,2.31,13.50
2012,Oregon State,Pac-12 (North),4.20,7.94,12.14
2012,Baylor,Big 12,18.47,-7.25,11.22
2012,Texas,Big 12,8.01,3.18,11.18
2012,Utah State,WAC,1.91,8.80,10.71
2012,USC,Pac-12 (South),5.71,4.82,10.53
2012,Michigan,Big Ten (Legends),3.66,6.35,10.01
2012,Vanderbilt,SEC (East),0.53,9.35,9.88
2012,Nebraska,Big Ten (Legends),8.87,0.91,9.79
2012,Wisconsin,Big Ten (Leaders),3.26,6.51,9.77
2012,Penn State,Big Ten (Leaders),2.14,7.56,9.70
2012,Arizona,Pac-12 (South),10.75,-1.37,9.38
2012,Arizona State,Pac-12 (South),6.85,2.15,9.00
2012,Northwestern,Big Ten (Legends),6.82,2.14,8.97
2012,BYU,Ind,-0.67,9.44,8.77
2012,UCLA,Pac-12 (South),6.16,2.59,8.75
2012,Cincinnati,Big East,3.62,5.09,8.71
2012,Ole Miss,SEC (West),8.22,0.21,8.43
2012,San Jose State,WAC,5.23,2.67,7.90
2012,Boise State,MWC,0.47,7.38,7.85
2012,Texas Christian,Big 12,1.18,6.31,7.49
2012,UCF,CUSA (East),2.85,3.81,6.65
2012,Fresno State,MWC,4.58,1.76,6.33
2012,Louisiana Tech,WAC,20.90,-14.57,6.33
2012,Texas Tech,Big 12,7.58,-1.25,6.33
2012,Syracuse,Big East,5.26,1.01,6.27
2012,Tulsa,CUSA (West),4.33,1.91,6.24
2012,Michigan State,Big Ten (Legends),-4.34,10.55,6.21
2012,Mississippi State,SEC (West),0.79,5.36,6.15
2012,Louisville,Big East,6.37,-0.49,5.88
2012,Missouri,SEC (East),2.86,2.68,5.54
2012,Iowa State,Big 12,-1.69,7.09,5.40
2012,Georgia Tech,ACC (Coastal),5.42,-0.24,5.18
2012,Arkansas State,Sun Belt,2.53,2.41,4.94
2012,Washington,Pac-12 (North),-1.29,6.19,4.90
2012,Northern Illinois,MAC (West),1.94,2.70,4.64
2012,North Carolina,ACC (Coastal),5.93,-1.41,4.52
2012,Miami (FL),ACC (Coastal),6.15,-2.08,4.07
2012,Tennessee,SEC (East),12.79,-8.72,4.07
2012,West Virginia,Big 12,10.42,-6.39,4.03
2012,Rutgers,Big East,-6.36,10.27,3.91
2012,Louisiana,Sun Belt,5.44,-1.99,3.45
2012,Virginia Tech,ACC (Coastal),-0.75,3.89,3.13
2012,Kent State,MAC (East),4.10,-1.35,2.75
2012,San Diego State,MWC,3.01,-0.31,2.69
2012,Utah,Pac-12 (South),-0.37,2.88,2.51
2012,Arkansas,SEC (West),0.72,1.68,2.40
2012,Pitt,Big East,-0.37,2.43,2.05
2012,SMU,CUSA (West),-1.72,3.36,1.64
2012,North Carolina State,ACC (Atlantic),1.20,0.26,1.46
2012,Louisiana-Monroe,Sun Belt,3.57,-3.61,-0.03
2012,Toledo,MAC (West),3.00,-3.18,-0.18
2012,Bowling Green,MAC (East),-7.22,6.95,-0.27
2012,Duke,ACC (Coastal),5.48,-5.76,-0.28
2012,California,Pac-12 (North),-1.21,0.57,-0.65
2012,Auburn,SEC (West),-6.65,5.72,-0.92
2012,Western Kentucky,Sun Belt,-0.31,-1.19,-1.50
2012,Purdue,Big Ten (Leaders),0.85,-2.44,-1.58
2012,Ball State,MAC (West),3.36,-4.96,-1.60
2012,Navy,Ind,-4.64,2.88,-1.76
2012,Middle Tennessee State,Sun Belt,-1.48,-0.97,-2.45
2012,Iowa,Big Ten (Legends),-5.36,2.74,-2.62
2012,Ohio,MAC (East),-0.84,-1.92,-2.75
2012,Minnesota,Big Ten (Legends),-4.29,1.04,-3.25
2012,Troy,Sun Belt,2.25,-5.70,-3.45
2012,Rice,CUSA (West),0.99,-4.51,-3.52
2012,Nevada,MWC,7.57,-11.18,-3.60
2012,Virginia,ACC (Coastal),-3.97,0.13,-3.84
2012,East Carolina,CUSA (East),0.98,-5.21,-4.23
2012,Kentucky,SEC (East),-6.88,1.59,-5.29
2012,Connecticut,Big East,-9.80,4.45,-5.35
2012,Indiana,Big Ten (Leaders),5.05,-10.58,-5.53
2012,Houston,CUSA (West),1.01,-6.55,-5.54
2012,Marshall,CUSA (East),9.91,-15.94,-6.04
2012,South Florida,Big East,-5.09,-1.04,-6.13
2012,Wake Forest,ACC (Atlantic),-6.10,-0.10,-6.20
2012,Maryland,ACC (Atlantic),-6.07,-0.52,-6.59
2012,Kansas,Big 12,-7.26,0.56,-6.70
2012,Boston College,ACC (Atlantic),-5.75,-0.99,-6.74
2012,Washington State,Pac-12 (North),-2.75,-4.15,-6.89
2012,Air Force,MWC,-2.64,-4.71,-7.35
2012,UTSA,WAC,-1.27,-6.22,-7.49
2012,Temple,Big East,-1.50,-6.02,-7.52
2012,Central Michigan,MAC (West),0.73,-8.64,-7.91
2012,Texas State,WAC,-3.51,-4.52,-8.03
2012,North Texas,Sun Belt,-6.85,-1.56,-8.41
2012,Buffalo,MAC (East),-5.41,-3.37,-8.78
2012,Florida International,Sun Belt,-3.97,-5.14,-9.10
2012,UTEP,CUSA (West),-6.47,-2.82,-9.29
2012,Western Michigan,MAC (West),-1.41,-8.13,-9.54
2012,Florida Atlantic,Sun Belt,-5.88,-3.95,-9.83
2012,New Mexico,MWC,-6.08,-3.83,-9.91
2012,Illinois,Big Ten (Leaders),-12.42,2.07,-10.35
2012,Wyoming,MWC,-1.85,-8.93,-10.78
2012,Memphis,CUSA (East),-7.30,-3.80,-11.09
2012,UAB,CUSA (East),-3.52,-8.13,-11.66
2012,Miami (OH),MAC (East),-4.20,-7.50,-11.70
2012,Colorado State,MWC,-6.46,-6.08,-12.54
2012,Colorado,Pac-12 (South),-6.24,-6.42,-12.66
2012,Hawaii,MWC,-10.47,-3.28,-13.75
2012,Army,Ind,-3.33,-10.90,-14.23
2012,Tulane,CUSA (West),-6.46,-7.76,-14.23
2012,Nevada-Las Vegas,MWC,-7.96,-6.61,-14.57
2012,South Alabama,Sun Belt,-9.93,-5.34,-15.26
2012,Akron,MAC (East),-6.20,-9.11,-15.31
2012,Eastern Michigan,MAC (West),-7.28,-9.34,-16.61
2012,Idaho,WAC,-11.73,-5.65,-17.38
2012,Southern Mississippi,CUSA (East),-9.19,-8.85,-18.04
2012,New Mexico State,WAC,-9.83,-9.17,-19.00
2012,Massachusetts,MAC (East),-15.59,-5.37,-20.97
2013,Florida State,ACC (Atlantic),8.57,14.79,23.36
2013,Oregon,Pac-12 (North),12.56,8.70,21.27
2013,Alabama,SEC (West),5.72,14.35,20.06
2013,Missouri,SEC (East),11.89,8.08,19.97
2013,Stanford,Pac-12 (North),5.99,12.97,18.96
2013,Auburn,SEC (West),13.60,5.21,18.80
2013,Arizona State,Pac-12 (South),13.67,3.83,17.50
2013,UCLA,Pac-12 (South),10.15,6.95,17.10
2013,Baylor,Big 12,12.51,4.35,16.87
2013,Oklahoma State,Big 12,10.19,6.64,16.83
2013,South Carolina,SEC (East),7.99,8.07,16.06
2013,Ohio State,Big Ten (Leaders),10.77,4.87,15.65
2013,Washington,Pac-12 (North),6.41,8.71,15.12
2013,Clemson,ACC (Atlantic),9.21,5.77,14.98
2013,Michigan State,Big Ten (Legends),1.23,13.51,14.74
2013,LSU,SEC (West),8.87,5.72,14.59
2013,Wisconsin,Big Ten (Leaders),2.69,11.51,14.20
2013,USC,Pac-12 (South),4.08,9.65,13.72
2013,Texas A&M,SEC (West),16.81,-3.43,13.38
2013,Oklahoma,Big 12,6.42,6.77,13.19
2013,Georgia,SEC (East),13.03,-0.21,12.82
2013,Arizona,Pac-12 (South),5.72,6.89,12.60
2013,Ole Miss,SEC (West),4.24,6.19,10.42
2013,BYU,Ind,5.85,4.38,10.23
2013,Kansas State,Big 12,6.13,3.88,10.01
2013,Louisville,American,-0.18,10.18,9.99
2013,Notre Dame,Ind,3.00,6.51,9.50
2013,UCF,American,6.19,2.24,8.42
2013,Oregon State,Pac-12 (North),9.08,-0.97,8.11
2013,Vanderbilt,SEC (East),4.66,3.34,8.01
2013,Duke,ACC (Coastal),6.80,1.06,7.86
2013,Mississippi State,SEC (West),-0.28,8.00,7.72
2013,Texas,Big 12,3.09,4.36,7.45
2013,Iowa,Big Ten (Legends),-0.90,8.22,7.31
2013,Georgia Tech,ACC (Coastal),2.01,5.19,7.21
2013,Utah,Pac-12 (South),4.51,2.45,6.96
2013,Utah State,MWC (Mountain),-4.34,11.04,6.70
2013,Miami (FL),ACC (Coastal),8.33,-1.74,6.59
2013,Virginia Tech,ACC (Coastal),-3.85,10.26,6.41
2013,North Carolina,ACC (Coastal),3.53,2.69,6.22
2013,Michigan,Big Ten (Legends),5.97,-0.43,5.53
2013,Texas Tech,Big 12,7.13,-1.81,5.32
2013,Minnesota,Big Ten (Legends),-0.07,5.34,5.27
2013,Nebraska,Big Ten (Legends),3.38,1.84,5.22
2013,Washington State,Pac-12 (North),4.54,0.55,5.09
2013,Fresno State,MWC (West),10.17,-5.13,5.04
2013,Houston,American,2.50,2.43,4.93
2013,Bowling Green,MAC (East),-1.75,6.64,4.89
2013,Florida,SEC (East),-4.77,9.44,4.67
2013,Indiana,Big Ten (Leaders),13.42,-9.01,4.41
2013,East Carolina,CUSA (East),7.16,-2.87,4.30
2013,Tennessee,SEC (East),-0.71,5.00,4.29
2013,Navy,Ind,1.23,3.03,4.26
2013,Boise State,MWC (Mountain),2.27,1.62,3.88
2013,Pitt,ACC (Coastal),3.74,-0.02,3.72
2013,Northern Illinois,MAC (West),8.19,-4.63,3.56
2013,Penn State,Big Ten (Leaders),0.34,3.05,3.40
2013,Marshall,CUSA (East),5.77,-2.69,3.07
2013,North Texas,CUSA (West),-2.50,5.55,3.05
2013,Syracuse,ACC (Atlantic),-3.95,6.76,2.81
2013,Ball State,MAC (West),6.64,-4.35,2.29
2013,Texas Christian,Big 12,-0.67,2.61,1.94
2013,Boston College,ACC (Atlantic),4.48,-3.20,1.28
2013,Northwestern,Big Ten (Legends),1.75,-0.55,1.20
2013,Maryland,ACC (Atlantic),-0.79,1.43,0.64
2013,Cincinnati,American,-0.68,1.09,0.41
2013,Rice,CUSA (West),-0.25,0.39,0.15
2013,Wake Forest,ACC (Atlantic),-7.10,7.10,0.00
2013,Toledo,MAC (West),4.76,-4.79,-0.03
2013,Colorado State,MWC (Mountain),4.61,-4.84,-0.23
2013,Western Kentucky,Sun Belt,-0.01,-0.51,-0.52
2013,Arkansas,SEC (West),-3.16,1.84,-1.32
2013,Buffalo,MAC (East),-1.75,0.27,-1.48
2013,Arkansas State,Sun Belt,-1.34,-0.53,-1.86
2013,Colorado,Pac-12 (South),0.13,-2.12,-1.99
2013,Louisiana,Sun Belt,1.86,-3.87,-2.01
2013,South Alabama,Sun Belt,1.28,-3.72,-2.44
2013,UTSA,CUSA (West),-3.11,0.10,-3.01
2013,Tulane,CUSA (West),-4.37,1.15,-3.22
2013,San Jose State,MWC (West),5.04,-8.32,-3.28
2013,Kentucky,SEC (East),-2.99,-0.52,-3.51
2013,Florida Atlantic,CUSA (East),-6.44,2.91,-3.53
2013,Iowa State,Big 12,-0.69,-2.89,-3.57
2013,Nevada,MWC (West),-1.70,-1.90,-3.60
2013,Middle Tennessee State,CUSA (East),-0.97,-2.74,-3.71
2013,West Virginia,Big 12,0.29,-4.02,-3.74
2013,Illinois,Big Ten (Leaders),3.96,-7.82,-3.86
2013,Nevada-Las Vegas,MWC (West),0.73,-4.63,-3.90
2013,San Diego State,MWC (West),-1.19,-3.49,-4.68
2013,Virginia,ACC (Coastal),-6.11,1.17,-4.94
2013,Troy,Sun Belt,3.05,-8.38,-5.33
2013,North Carolina State,ACC (Atlantic),-2.56,-3.10,-5.66
2013,Rutgers,American,-1.75,-3.93,-5.68
2013,Ohio,MAC (East),-3.05,-2.72,-5.77
2013,Louisiana-Monroe,Sun Belt,-6.34,-0.47,-6.81
2013,Memphis,American,-7.99,0.58,-7.41
2013,SMU,American,-0.67,-6.77,-7.44
2013,California,Pac-12 (North),0.74,-9.32,-8.58
2013,Kansas,Big 12,-10.02,1.44,-8.58
2013,Wyoming,MWC (Mountain),-1.42,-7.95,-9.36
2013,Kent State,MAC (East),-8.05,-1.55,-9.60
2013,Akron,MAC (East),-7.35,-2.51,-9.86
2013,Temple,American,-2.73,-7.57,-10.30
2013,Texas State,Sun Belt,-7.36,-3.17,-10.53
2013,Hawaii,MWC (West),-0.88,-10.25,-11.13
2013,Tulsa,CUSA (West),-5.83,-5.94,-11.77
2013,Central Michigan,MAC (West),-9.23,-2.74,-11.97
2013,Connecticut,American,-7.66,-4.31,-11.97
2013,Army,Ind,-5.22,-7.13,-12.36
2013,Purdue,Big Ten (Leaders),-9.47,-2.96,-12.43
2013,South Florida,American,-11.38,-2.17,-13.56
2013,New Mexico,MWC (Mountain),0.33,-14.44,-14.10
2013,Air Force,MWC (Mountain),-4.16,-10.72,-14.88
2013,Louisiana Tech,CUSA (West),-9.93,-5.74,-15.66
2013,UAB,CUSA (East),-1.77,-14.05,-15.82
2013,UTEP,CUSA (West),-8.65,-9.52,-18.17
2013,Western Michigan,MAC (West),-10.43,-8.73,-19.16
2013,Idaho,Ind,-9.43,-9.87,-19.30
2013,New Mexico State,Ind,-7.85,-11.51,-19.36
2013,Georgia State,Sun Belt,-9.64,-10.56,-20.20
2013,Massachusetts,MAC (East),-15.27,-5.13,-20.40
2013,Southern Mississippi,CUSA (East),-12.24,-8.89,-21.13
2013,Eastern Michigan,MAC (West),-10.15,-12.69,-22.84
2013,Miami (OH),MAC (East),-18.67,-4.82,-23.48
2013,Florida International,CUSA (East),-19.13,-4.40,-23.53
2014,Oregon,Pac-12 (North),14.36,7.86,22.22
2014,Ohio State,Big Ten (East),13.44,7.00,20.44
2014,Alabama,SEC (West),9.46,10.88,20.34
2014,Texas Christian,Big 12,11.20,7.76,18.96
2014,Georgia,SEC (East),10.88,7.96,18.84
2014,Ole Miss,SEC (West),0.87,15.93,16.80
2014,Michigan State,Big Ten (East),9.76,6.31,16.07
2014,Georgia Tech,ACC (Coastal),13.44,2.48,15.92
2014,Mississippi State,SEC (West),8.49,6.55,15.04
2014,Auburn,SEC (West),11.92,3.07,14.99
